Karta_raqami,Karta_turi,Valyuta,Valyuta_kodi,Korxona,Davlat
3551472514310877,jcb,Rupiah,IDR,Military/Government/Technical,Indonesia
0604908261233856921,maestro,Dollar,CAD,Electrical Products,Canada
4913839898457048,visa-electron,Franc,XOF,Marine Transportation,Niger
3548406079238541,jcb,Pound,GBP,Movies/Entertainment,United Kingdom
4041377768861671,visa,Hryvnia,UAH,n/a,Ukraine
633464897332233218,solo,Yuan Renminbi,CNY,n/a,China
4508826099640135,visa-electron,Sol,PEN,n/a,Peru
3574355920097241,jcb,Dram,AMD,Oil & Gas Production,Armenia
675971257748785763,switch,Quetzal,GTQ,Air Freight/Delivery Services,Guatemala
3562759491612821,jcb,Rupiah,IDR,n/a,Indonesia
30323520193970,diners-club-carte-blanche,Peso,DOP,Real Estate Investment Trusts,Dominican Republic
5100147671375498,mastercard,Shilling,TZS,Restaurants,Tanzania
5602248350909426,china-unionpay,Yuan Renminbi,CNY,n/a,China
5893250783054091,maestro,Dollar,USD,n/a,United States
560224359275241183,china-unionpay,Dollar,USD,Power Generation,United States
3536373675857625,jcb,Ruble,RUB,Industrial Machinery/Components,Russia
3541880504887303,jcb,Yuan Renminbi,CNY,Major Chemicals,China
5100179184733079,mastercard,Yuan Renminbi,CNY,Consumer Electronics/Video Chains,China
3588244509870703,jcb,Ruble,RUB,n/a,Russia
5602257538023265,china-unionpay,Euro,EUR,Major Banks,Portugal
3558302123876492,jcb,Euro,EUR,Auto Parts:O.E.M.,France
3552783115485069,jcb,Dong,VND,Package Goods/Cosmetics,Vietnam
4017952782057892,visa,Koruna,CZK,Specialty Chemicals,Czech Republic
3586665670398045,jcb,Dollar,CAD,n/a,Canada
30248182252998,diners-club-carte-blanche,Peso,ARS,Telecommunications Equipment,Argentina
3589585275017161,jcb,Euro,EUR,Industrial Machinery/Components,France
67627909771060377,maestro,Koruna,CZK,n/a,Czech Republic
4175000041262040,visa-electron,Dollar,USD,Oilfield Services/Equipment,United States
3557848346335824,jcb,Euro,EUR,Oil & Gas Production,France
3529713124539234,jcb,Bolivar,VEF,Major Banks,Venezuela
5602212014150605791,china-unionpay,Tenge,KZT,Major Banks,Kazakhstan
5893958055128738,maestro,Dirham,MAD,Restaurants,Morocco
3588551312886894,jcb,Rupiah,IDR,Major Banks,Indonesia
3540755199496340,jcb,Kina,PGK,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Papua New Guinea
3574054226939046,jcb,Franc,XAF,n/a,Central African Republic
3540922434394884,jcb,Krona,SEK,EDP Services,Sweden
5010127555615531,mastercard,Krona,SEK,n/a,Sweden
3544609433207391,jcb,Peso,PHP,n/a,Philippines
6333866925414624163,switch,Yuan Renminbi,CNY,Industrial Machinery/Components,China
30001785514771,diners-club-carte-blanche,Yuan Renminbi,CNY,Auto Parts:O.E.M.,China
3566938187755591,jcb,Pound,SDG,Beverages (Production/Distribution),Sudan
201719316513375,diners-club-enroute,Krona,SEK,Newspapers/Magazines,Sweden
633458369888767674,solo,Yuan Renminbi,CNY,Real Estate,China
201425692761451,diners-club-enroute,Euro,EUR,Natural Gas Distribution,Greece
4017950322316620,visa,Euro,EUR,n/a,France
3536223173807780,jcb,Ruble,RUB,n/a,Russia
5171329865035955,mastercard,Euro,EUR,Packaged Foods,Greece
5610425456181024409,china-unionpay,Dinar,RSD,n/a,Serbia
5007665208618167,mastercard,Ariary,MGA,Major Banks,Madagascar
060482507538209110,maestro,Peso,DOP,EDP Services,Dominican Republic
3543711490642170,jcb,Dinar,RSD,Life Insurance,Serbia
3567364940419236,jcb,Rupiah,IDR,Industrial Machinery/Components,Indonesia
675991490599442442,switch,Ruble,RUB,n/a,Russia
5432627583260259,diners-club-us-ca,Peso,PHP,Electrical Products,Philippines
4026843615491953,visa-electron,Rupiah,IDR,n/a,Indonesia
3573691663198999,jcb,Afghani,AFN,Major Pharmaceuticals,Afghanistan
5523013948851779,mastercard,Yuan Renminbi,CNY,Major Banks,China
5100142137006845,mastercard,Real,BRL,Biotechnology: Biological Products (No Diagnostic Substances),Brazil
30296848076863,diners-club-carte-blanche,Naira,NGN,Semiconductors,Nigeria
4905646084486461,switch,Yuan Renminbi,CNY,Electronic Components,China
5610327480348836,china-unionpay,Krona,SEK,Industrial Machinery/Components,Sweden
6709977484337191,laser,Yuan Renminbi,CNY,n/a,China
201838919320457,diners-club-enroute,Rupiah,IDR,Other Specialty Stores,Indonesia
3545882814108723,jcb,Zloty,PLN,EDP Services,Poland
6334266452993777191,solo,Shekel,ILS,Diversified Commercial Services,Israel
490306134367254829,switch,Zloty,PLN,Investment Bankers/Brokers/Service,Poland
3566610313781565,jcb,Euro,EUR,Computer Software: Prepackaged Software,Portugal
3547229216474295,jcb,Euro,EUR,Biotechnology: Biological Products (No Diagnostic Substances),Portugal
3563447006095406,jcb,Ruble,RUB,Medical/Dental Instruments,Russia
3559255997945257,jcb,Rupiah,IDR,Property-Casualty Insurers,Indonesia
3528342773029759,jcb,Rupiah,IDR,Telecommunications Equipment,Indonesia
6383274672695751,instapayment,Peso,PHP,n/a,Philippines
4405160755454803,visa-electron,Euro,EUR,EDP Services,Greece
3577900576410425,jcb,Rupee,MUR,Major Banks,Mauritius
3569335418827215,jcb,Peso,PHP,EDP Services,Philippines
5048375512338772,mastercard,Yuan Renminbi,CNY,n/a,China
6380272994002220,instapayment,Dollar,CAD,Major Pharmaceuticals,Canada
3588309128191201,jcb,Naira,NGN,Major Chemicals,Nigeria
5641828022184780,switch,Rupiah,IDR,Electronic Components,Indonesia
3566004565246321,jcb,Rupiah,IDR,Marine Transportation,Indonesia
3560775995078154,jcb,Real,BRL,Professional Services,Brazil
564182352626985212,switch,Zloty,PLN,Major Banks,Poland
3541280826839340,jcb,Yuan Renminbi,CNY,n/a,China
5641822264065328,switch,Yuan Renminbi,CNY,Savings Institutions,China
3559007676226685,jcb,Rial,YER,Life Insurance,Yemen
56022452887610870,china-unionpay,Euro,EUR,n/a,Spain
5602213160433660,bankcard,Guarani,PYG,n/a,Paraguay
50206480105428750,maestro,Zloty,PLN,n/a,Poland
30070496477149,diners-club-carte-blanche,Peso,COP,Auto Parts:O.E.M.,Colombia
372301145124030,americanexpress,Yuan Renminbi,CNY,Precious Metals,China
3576932067293060,jcb,Hryvnia,UAH,Business Services,Ukraine
3576589495787434,jcb,Zloty,PLN,n/a,Poland
3534762004653220,jcb,Ruble,RUB,n/a,Russia
3547641869925763,jcb,Euro,EUR,Major Banks,Greece
3576544805338634,jcb,Euro,EUR,Other Consumer Services,Austria
201899481355669,diners-club-enroute,Yuan Renminbi,CNY,Oil & Gas Production,China
3537436406694812,jcb,Zloty,PLN,Real Estate Investment Trusts,Poland
3555019527081247,jcb,Peso,PHP,Major Banks,Philippines
5100172796950124,mastercard,Koruna,CZK,n/a,Czech Republic
6304389068215085513,laser,Yuan Renminbi,CNY,Semiconductors,China
3549433271725389,jcb,Yuan Renminbi,CNY,Television Services,China
4911326308568046,switch,Euro,EUR,Semiconductors,Portugal
5048377968972278,mastercard,Euro,EUR,n/a,Portugal
3535042406711770,jcb,Yuan Renminbi,CNY,Real Estate,China
3570156309963498,jcb,Peso,PHP,Computer Software: Prepackaged Software,Philippines
3554584579058659,jcb,Yen,JPY,Real Estate Investment Trusts,Japan
3569689943796844,jcb,Peso,PHP,Publishing,Philippines
3577344507704103,jcb,Hryvnia,UAH,Medical/Dental Instruments,Ukraine
5100130113678547,mastercard,Kuna,HRK,Major Chemicals,Croatia
3529585446756385,jcb,Real,BRL,Auto Parts:O.E.M.,Brazil
3578940503927629,jcb,Zloty,PLN,Industrial Machinery/Components,Poland
5100136877886374,mastercard,Peso,CLP,Food Distributors,Chile
3532365919140200,jcb,Tenge,KZT,n/a,Kazakhstan
3574535222935731,jcb,Yuan Renminbi,CNY,Life Insurance,China
3546958031250016,jcb,Krona,SEK,Major Chemicals,Sweden
5100177554495220,mastercard,Yuan Renminbi,CNY,n/a,China
5048376941217082,mastercard,Euro,EUR,n/a,France
30349166267737,diners-club-carte-blanche,Yen,JPY,Computer Software: Prepackaged Software,Japan
374622199427260,americanexpress,Real,BRL,n/a,Brazil
676701679607726734,solo,Rupee,PKR,Major Banks,Pakistan
30236139278851,diners-club-carte-blanche,Sol,PEN,Oil & Gas Production,Peru
3561263361791022,jcb,Dinar,KWD,Major Pharmaceuticals,Kuwait
3577071402433914,jcb,Rupiah,IDR,Major Pharmaceuticals,Indonesia
4508513238131172,visa-electron,Rupiah,IDR,Industrial Machinery/Components,Indonesia
5511908810471024,diners-club-us-ca,Krona,SEK,Commercial Banks,Sweden
3579059417324317,jcb,Tugrik,MNT,Environmental Services,Mongolia
56022309442759362,china-unionpay,Zloty,PLN,n/a,Poland
4041371904035068,visa,Real,BRL,Property-Casualty Insurers,Brazil
30106178864392,diners-club-carte-blanche,Real,BRL,Major Pharmaceuticals,Brazil
3557758351896307,jcb,Ringgit,MYR,Multi-Sector Companies,Malaysia
4041593430101,visa,Rupiah,IDR,n/a,Indonesia
3533934723581096,jcb,Shilling,KES,EDP Services,Kenya
30450183415729,diners-club-carte-blanche,Dram,AMD,n/a,Armenia
4405721420777900,visa-electron,Forint,HUF,n/a,Hungary
3555811761772444,jcb,Lempira,HNL,Professional Services,Honduras
3536155481048691,jcb,Peso,CLP,Business Services,Chile
3543289252655193,jcb,Rupiah,IDR,Industrial Machinery/Components,Indonesia
060482615969750484,maestro,Peso,ARS,n/a,Argentina
0604797215840352041,maestro,Koruna,CZK,Other Specialty Stores,Czech Republic
3545174202235007,jcb,Ruble,RUB,n/a,Russia
4017954813812,visa,Euro,EUR,Hotels/Resorts,France
4917089050866026,visa-electron,Euro,EUR,Major Pharmaceuticals,Portugal
201597371350432,diners-club-enroute,Ariary,MGA,Newspapers/Magazines,Madagascar
5492200978321792,mastercard,Peso,COP,Computer Communications Equipment,Colombia
5602215963846733,bankcard,Ruble,RUB,Major Banks,Russia
3536964932060936,jcb,Yuan Renminbi,CNY,Television Services,China
30508016603090,diners-club-carte-blanche,Peso,PHP,Major Banks,Philippines
4508822909682938,visa-electron,Rupiah,IDR,Real Estate,Indonesia
3560583445362420,jcb,Dollar,CAD,n/a,Canada
6759933788649988,maestro,Yuan Renminbi,CNY,"Computer Software: Programming, Data Processing",China
4936568699325589772,switch,Euro,EUR,n/a,Estonia
5610220317871700,bankcard,Peso,ARS,Steel/Iron Ore,Argentina
5108757484383703,mastercard,Dollar,ZWL,Major Banks,Zimbabwe
6759356698482193,switch,Lempira,HNL,Biotechnology: In Vitro & In Vivo Diagnostic Substances,Honduras
3535610713429318,jcb,Yuan Renminbi,CNY,Computer Software: Prepackaged Software,China
4844574302617291,visa-electron,Dollar,CAD,Property-Casualty Insurers,Canada
3544398460916898,jcb,Peso,ARS,Industrial Machinery/Components,Argentina
3536490012028973,jcb,Dollar,USD,Clothing/Shoe/Accessory Stores,United States
5309962476622590,mastercard,Afghani,AFN,n/a,Afghanistan
5108753212044543,mastercard,Peso,ARS,Industrial Machinery/Components,Argentina
3553183213696304,jcb,Shilling,UGX,Major Pharmaceuticals,Uganda
3536480047077251,jcb,Yuan Renminbi,CNY,Auto Manufacturing,China
3538895862054069,jcb,Yuan Renminbi,CNY,n/a,China
3559856180615639,jcb,Ruble,RUB,Steel/Iron Ore,Russia
201920436535351,diners-club-enroute,Yen,JPY,n/a,Japan
4175002438248012,visa-electron,Peso,PHP,Restaurants,Philippines
3571213394082517,jcb,Yuan Renminbi,CNY,Major Pharmaceuticals,China
5002357851870346,mastercard,Rupee,PKR,n/a,Pakistan
3539169748953111,jcb,Yuan Renminbi,CNY,Major Pharmaceuticals,China
3538623462414578,jcb,Krona,SEK,n/a,Sweden
4844486166244528,visa-electron,Yuan Renminbi,CNY,Military/Government/Technical,China
5301312576458867,mastercard,Cordoba,NIO,Real Estate Investment Trusts,Nicaragua
0604814101900532,maestro,Yuan Renminbi,CNY,Major Pharmaceuticals,China
3552132291143953,jcb,Dollar,SBD,Investment Managers,Solomon Islands
3546205342262011,jcb,Peso,PHP,Industrial Machinery/Components,Philippines
56109168631865505,china-unionpay,Rupiah,IDR,Life Insurance,Indonesia
6709317700829103,laser,Euro,EUR,Oil & Gas Production,Portugal
374288086367892,americanexpress,Real,BRL,n/a,Brazil
3556247403278913,jcb,Yuan Renminbi,CNY,"Computer Software: Programming, Data Processing",China
3550391632937844,jcb,Dram,AMD,Major Banks,Armenia
3588117741372466,jcb,Ariary,MGA,Major Banks,Madagascar
3576794678308392,jcb,Yuan Renminbi,CNY,Radio And Television Broadcasting And Communications Equipment,China
201451846147306,diners-club-enroute,Yuan Renminbi,CNY,n/a,China
491133237418331673,switch,Peso,ARS,Major Pharmaceuticals,Argentina
675978586942852893,switch,Dollar,CAD,n/a,Canada
3582134181704724,jcb,Peso,COP,Marine Transportation,Colombia
337941064075665,americanexpress,Ruble,RUB,Finance: Consumer Services,Russia
6304943699848330,maestro,Rupiah,IDR,Containers/Packaging,Indonesia
4041378504191167,visa,Peso,MXN,Semiconductors,Mexico
5602230936502180,china-unionpay,Euro,EUR,Computer Software: Prepackaged Software,France
3531929278987641,jcb,Balboa,PAB,Major Banks,Panama
3531414646351226,jcb,Baht,THB,n/a,Thailand
5442449069901019,diners-club-us-ca,Euro,EUR,Movies/Entertainment,France
3553418442881404,jcb,Peso,PHP,n/a,Philippines
376960370529977,americanexpress,Pound,EGP,n/a,Egypt
30190557239178,diners-club-carte-blanche,Peso,ARS,n/a,Argentina
201638563305931,diners-club-enroute,Rupiah,IDR,Major Banks,Indonesia
3533701402544061,jcb,Koruna,CZK,n/a,Czech Republic
3557454287447601,jcb,Krona,SEK,Major Chemicals,Sweden
060416579946568602,maestro,Rupiah,IDR,Home Furnishings,Indonesia
4017951396654,visa,Som,UZS,n/a,Uzbekistan
3579810393502569,jcb,Peso,PHP,Life Insurance,Philippines
3538191129160158,jcb,Peso,ARS,Industrial Machinery/Components,Argentina
